Year	Ifaty4_SrCa	Ifaty4_d18O	Zimbabwe_rainfall_recon	Kalahari_precip	Eastern_Cape_precip	Lesotho_precip	Mayotte	Ifaty1_SrCa	Ifaty1_d18O
1983	-0.52404	1.24921	-1.76533	-1.23474	0.16761	-0.10432	-0.72101	2.30489	-1.32877
1984	-0.29058	-2.31598	0.41408	1.52718	-1.5085	-0.99108	-0.70314	0.79604	-0.72096
1985	0.38055	-0.01761	0.40898	-1.23474	1.00567	-0.99108	-0.82561	-0.53873	0.29206
1986	-0.52401	-0.40012	-0.29625	-1.23474	1.00567	-0.10432	-0.79135	0.15767	-1.45613
1987	-0.4073	0.06481	-0.54406	0.60654	-1.5085	0.78244	0.62506	-1.25448	-1.25352
1988	0.90578	-0.8531	-0.35239	1.52718	-0.67045	1.6692	-0.19132	-0.26791	-1.2651
1989	-0.43648	0.60295	0.46001	-0.3141	0.16761	-0.10432	0.9805	0.00291	-0.96988
1990	-0.14468	0.66016	0.91991	-1.23474	-0.67045	-0.99108	-1.36767	-0.51937	-1.07986
1991	0.14714	-1.59664	0.91742	0.60654	-0.67045	-0.10432	-1.43914	-0.90626	-0.76727
1992	-1.04922	-0.01365	-1.03969	-1.23474	-1.5085	-0.99108	-2.09828	0.44785	-1.50822
1993	1.16843	-1.54767	-0.31928	-0.3141	1.84373	-0.10432	-1.65434	1.7981	-1.58926
1994	1.10423	-0.23189	1.15503	-0.3141	0.16761	1.6692	-1.67965	-0.91056	-1.12038
1995	1.54801	-0.47915	-1.33866	-0.3141	-0.67045	-0.99108	-1.54801	1.54801	-1.646
1996	NA	NA	-0.5773	-0.3141	1.84373	1.6692	NA	NA	NA
1997	NA	NA	NA	0.60654	-0.67045	NA	NA	NA	NA
1998	NA	NA	NA	0.60654	-0.67045	NA	NA	NA	NA
1999	NA	NA	NA	NA	0.16761	NA	NA	NA	NA
2000	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001	NA	NA	NA	NA	-1.5085	NA	NA	NA	NA
2002	NA	NA	NA	1.52718	1.00567	NA	NA	NA	NA
2003	NA	NA	NA	-1.23474	-0.67045	NA	NA	NA	NA
2004	NA	NA	NA	NA	-1.5085	NA	NA	NA	NA
2005	NA	NA	NA	NA	-0.67045	NA	NA	NA	NA
2006	NA	NA	NA	NA	1.84373	NA	NA	NA	NA
2007	NA	NA	NA	NA	0.16761	NA	NA	NA	NA
